"FALSE.","TRUE."
0.936708860759494,0.0632911392405063
0.941717791411043,0.0582822085889571
0.931888544891641,0.0681114551083591
0.907462686567164,0.0925373134328358
0.88953488372093,0.11046511627907
0.916905444126075,0.0830945558739255
0.92375366568915,0.0762463343108504
0.885294117647059,0.114705882352941
0.923809523809524,0.0761904761904762
0.885057471264368,0.114942528735632
0.931952662721893,0.0680473372781065
0.892753623188406,0.107246376811594
0.93125,0.06875
0.924198250728863,0.075801749271137
0.930379746835443,0.069620253164557
0.923076923076923,0.0769230769230769
0.91304347826087,0.0869565217391304
0.872781065088757,0.127218934911243
0.873417721518987,0.126582278481013
0.909356725146199,0.0906432748538012
0.904191616766467,0.0958083832335329
0.881796690307329,0.118203309692671
0.926282051282051,0.0737179487179487
0.899686520376176,0.100313479623824
0.858536585365854,0.141463414634146
0.880893300248139,0.119106699751861
0.818181818181818,0.181818181818182
0.864485981308411,0.135514018691589
0.905172413793103,0.0948275862068965
0.926984126984127,0.073015873015873
0.897280966767372,0.102719033232628
0.94551282051282,0.0544871794871795
0.914705882352941,0.0852941176470588
0.940828402366864,0.0591715976331361
0.885514018691589,0.114485981308411
0.930817610062893,0.0691823899371069
0.851674641148325,0.148325358851675
0.918079096045198,0.0819209039548023
0.919137466307278,0.0808625336927224
0.9125,0.0875
0.884984025559105,0.115015974440895
0.92603550295858,0.0739644970414201
0.896969696969697,0.103030303030303
0.876470588235294,0.123529411764706
0.837209302325581,0.162790697674419
0.921450151057402,0.0785498489425982
0.915966386554622,0.0840336134453782
0.891975308641975,0.108024691358025
0.915697674418605,0.0843023255813953
0.897280966767372,0.102719033232628
0.902140672782875,0.0978593272171254
0.878318584070796,0.121681415929204
0.850374064837905,0.149625935162095
0.840963855421687,0.159036144578313
0.915625,0.084375
0.92375366568915,0.0762463343108504
0.920118343195266,0.0798816568047337
0.93134328358209,0.0686567164179104
0.926517571884984,0.073482428115016
0.882978723404255,0.117021276595745
0.919254658385093,0.0807453416149068
0.897515527950311,0.102484472049689
0.907407407407407,0.0925925925925926
0.918495297805643,0.0815047021943574
0.903225806451613,0.0967741935483871
0.914634146341463,0.0853658536585366
0.930362116991644,0.0696378830083565
0.903225806451613,0.0967741935483871
0.933333333333333,0.0666666666666667
0.892128279883382,0.107871720116618
0.923884514435696,0.0761154855643045
0.936599423631124,0.0634005763688761
0.904458598726115,0.0955414012738854
0.923566878980892,0.0764331210191083
0.894894894894895,0.105105105105105
0.92375366568915,0.0762463343108504
0.875878220140515,0.124121779859485
0.88,0.12
0.9375,0.0625
0.91588785046729,0.0841121495327103
0.911845730027548,0.0881542699724518
0.87409200968523,0.12590799031477
0.891238670694864,0.108761329305136
0.930434782608696,0.0695652173913043
0.922636103151863,0.0773638968481375
0.854922279792746,0.145077720207254
0.889908256880734,0.110091743119266
0.89873417721519,0.10126582278481
0.91640866873065,0.0835913312693498
0.921135646687697,0.0788643533123028
0.928767123287671,0.0712328767123288
0.918918918918919,0.0810810810810811
0.884375,0.115625
0.912676056338028,0.0873239436619718
0.887573964497041,0.112426035502959
0.844492440604752,0.155507559395248
0.941358024691358,0.058641975308642
0.861256544502618,0.138743455497382
0.918181818181818,0.0818181818181818
0.911671924290221,0.0883280757097792
0.899390243902439,0.100609756097561
0.908517350157729,0.0914826498422713
0.92797783933518,0.07202216066482
0.90625,0.09375
0.909574468085106,0.0904255319148936
0.93968253968254,0.0603174603174603
0.938837920489297,0.0611620795107034
0.85679012345679,0.14320987654321
0.917197452229299,0.0828025477707006
0.865384615384615,0.134615384615385
0.874285714285714,0.125714285714286
0.952247191011236,0.047752808988764
0.920353982300885,0.079646017699115
0.932926829268293,0.0670731707317073
0.905362776025237,0.0946372239747634
0.915014164305949,0.084985835694051
0.895522388059702,0.104477611940299
0.889589905362776,0.110410094637224
0.927170868347339,0.0728291316526611
0.927215189873418,0.0727848101265823
0.904191616766467,0.0958083832335329
0.925287356321839,0.0747126436781609
