"FALSE.","TRUE."
0.938223938223938,0.0617760617760618
0.936777178103315,0.0632228218966847
0.936950146627566,0.063049853372434
0.944893460690669,0.0551065393093314
0.94609375,0.05390625
0.942546583850932,0.0574534161490683
0.951293759512938,0.0487062404870624
0.943589743589744,0.0564102564102564
0.949845679012346,0.0501543209876543
0.943382352941176,0.0566176470588235
0.939060205580029,0.0609397944199706
0.940458015267176,0.0595419847328244
0.941954445260838,0.0580455547391624
0.956776556776557,0.0432234432234432
0.95,0.05
0.945593869731801,0.0544061302681992
0.952602952602953,0.0473970473970474
0.947040498442368,0.0529595015576324
0.941954445260838,0.0580455547391624
0.936630602782071,0.0633693972179289
0.946277820414428,0.0537221795855718
0.948491537895511,0.0515084621044886
0.939907550077042,0.0600924499229584
0.952346041055719,0.0476539589442815
0.948235294117647,0.0517647058823529
0.948469006721434,0.0515309932785661
0.942857142857143,0.0571428571428571
0.944363103953148,0.0556368960468521
0.945593869731801,0.0544061302681992
0.941131498470948,0.058868501529052
0.941305942773294,0.0586940572267058
0.950219619326501,0.0497803806734993
0.958732498157701,0.0412675018422992
0.946070878274268,0.0539291217257319
0.944704049844237,0.0552959501557632
0.951463790446841,0.0485362095531587
0.943573667711599,0.0564263322884013
0.947772657450077,0.0522273425499232
0.951724137931034,0.0482758620689655
0.949464012251149,0.0505359877488515
0.941686367218282,0.0583136327817179
0.942528735632184,0.0574712643678161
0.936903888481291,0.0630961115187087
0.950540958268934,0.0494590417310665
0.933384379785605,0.0666156202143951
0.900726392251816,0.099273607748184
0.94640234948605,0.0535976505139501
0.9534706331045,0.0465293668954996
0.955979457079971,0.0440205429200293
0.955180014695077,0.0448199853049229
0.949152542372881,0.0508474576271186
0.938931297709924,0.0610687022900763
0.947947214076246,0.0520527859237537
0.942039618488628,0.057960381511372
0.948717948717949,0.0512820512820513
0.948421862971517,0.0515781370284834
0.948501152959262,0.0514988470407379
0.944359756097561,0.055640243902439
0.955180014695077,0.0448199853049229
0.934413580246914,0.0655864197530864
0.955344070278184,0.0446559297218155
0.942063492063492,0.0579365079365079
0.93460690668626,0.0653930933137399
0.947692307692308,0.0523076923076923
0.93460690668626,0.0653930933137399
0.935578330893119,0.0644216691068814
0.9501100513573,0.0498899486426999
0.947909024211299,0.0520909757887014
0.945987654320988,0.0540123456790123
0.951798010711553,0.0482019892884468
0.947175348495965,0.0528246515040352
0.954334365325077,0.0456656346749226
0.93671875,0.06328125
0.943295019157088,0.0567049808429119
0.93217665615142,0.0678233438485804
0.957528957528958,0.0424710424710425
0.947288006111536,0.0527119938884645
0.950457317073171,0.0495426829268293
0.95230998509687,0.0476900149031297
0.955817378497791,0.0441826215022091
0.950771491550331,0.0492285084496694
0.947328244274809,0.0526717557251908
0.953778429933969,0.0462215700660308
0.947409126063418,0.0525908739365816
0.938712179984484,0.0612878200155159
0.950843727072634,0.0491562729273661
0.9478324761205,0.0521675238795004
0.945216049382716,0.054783950617284
0.947981366459627,0.0520186335403727
0.94640234948605,0.0535976505139501
0.932551319648094,0.0674486803519062
0.945347119645495,0.0546528803545052
0.941176470588235,0.0588235294117647
0.935135135135135,0.0648648648648649
0.943506969919296,0.0564930300807043
0.941911764705882,0.0580882352941176
0.94822256568779,0.0517774343122102
0.945707997065297,0.0542920029347029
0.950036737692873,0.0499632623071271
0.934654919236417,0.065345080763583
0.93955623565417,0.0604437643458301
0.946969696969697,0.053030303030303
0.943340691685063,0.0566593083149375
0.941391941391941,0.0586080586080586
0.949450549450549,0.0505494505494506
0.943672839506173,0.0563271604938272
0.948051948051948,0.051948051948052
0.948302469135803,0.0516975308641975
0.956521739130435,0.0434782608695652
0.936581593194122,0.0634184068058778
0.944852941176471,0.0551470588235294
0.955081001472754,0.0449189985272459
0.939137134052388,0.0608628659476117
0.944281524926686,0.0557184750733138
0.940031152647975,0.0599688473520249
0.944444444444444,0.0555555555555556
0.944893460690669,0.0551065393093314
0.948619631901841,0.0513803680981595
0.947611710323575,0.0523882896764253
0.955278592375367,0.0447214076246334
0.947126436781609,0.0528735632183908
0.951506245407788,0.0484937545922116
0.952205882352941,0.0477941176470588
0.945397815912636,0.0546021840873635
0.956076134699854,0.0439238653001464
0.941815360744763,0.0581846392552366
0.955817378497791,0.0441826215022091
0.942006269592476,0.0579937304075235
0.939705882352941,0.0602941176470588
0.953676470588235,0.0463235294117647
0.942815249266862,0.0571847507331378
0.939149560117302,0.0608504398826979
0.948678071539658,0.0513219284603421
0.95171909290417,0.0482809070958303
0.93470286133529,0.0652971386647102
0.936076414401176,0.0639235855988244
0.950843727072634,0.0491562729273661
0.946520146520146,0.0534798534798535
0.956521739130435,0.0434782608695652
0.952240999265246,0.0477590007347539
0.948529411764706,0.0514705882352941
0.94273127753304,0.0572687224669604
0.944199706314244,0.0558002936857562
0.940353460972018,0.0596465390279823
0.938329430132709,0.0616705698672912
0.938032532920217,0.0619674670797831
0.941400304414003,0.058599695585997
0.94424064563463,0.0557593543653705
0.941355674028941,0.0586443259710586
0.944852941176471,0.0551470588235294
0.945707997065297,0.0542920029347029
0.941954445260838,0.0580455547391624
0.945238095238095,0.0547619047619048
0.944199706314244,0.0558002936857562
0.946824224519941,0.0531757754800591
0.949524506217996,0.0504754937820044
0.937116564417178,0.0628834355828221
0.94208211143695,0.0579178885630499
0.954303122619954,0.0456968773800457
0.948023426061493,0.0519765739385066
0.949376947040498,0.0506230529595016
0.949297971918877,0.0507020280811232
0.952455183164458,0.0475448168355417
0.93956043956044,0.0604395604395604
0.950771491550331,0.0492285084496694
0.949963208241354,0.0500367917586461
0.942680092951201,0.0573199070487994
0.950426026336173,0.0495739736638265
0.947870778267254,0.052129221732746
0.956681350954479,0.0433186490455213
0.946442234123948,0.053557765876052
0.946480938416422,0.0535190615835777
0.944615384615385,0.0553846153846154
0.957996768982229,0.0420032310177706
0.958944281524927,0.0410557184750733
0.942989214175655,0.0570107858243451
0.95364238410596,0.0463576158940397
0.951575710991545,0.048424289008455
0.94822256568779,0.0517774343122102
0.938970588235294,0.0610294117647059
0.936006168080185,0.063993831919815
0.944199706314244,0.0558002936857562
0.947852760736196,0.0521472392638037
0.942039618488628,0.057960381511372
0.941266209000763,0.0587337909992372
0.946401225114854,0.0535987748851455
0.945787545787546,0.0542124542124542
0.955180014695077,0.0448199853049229
0.943298969072165,0.0567010309278351
0.948023426061493,0.0519765739385066
0.945426594926979,0.0545734050730208
0.944771723122239,0.0552282768777614
0.9501100513573,0.0498899486426999
0.938970588235294,0.0610294117647059
0.940217391304348,0.0597826086956522
0.958944281524927,0.0410557184750733
0.952081696779262,0.0479183032207384
0.939149560117302,0.0608504398826979
0.939183987682833,0.0608160123171671
0.941783345615328,0.0582166543846721
0.944572748267898,0.0554272517321016
0.945593869731801,0.0544061302681992
0.945652173913043,0.0543478260869565
0.935135135135135,0.0648648648648649
0.952205882352941,0.0477941176470588
0.94391785150079,0.0560821484992101
0.946553059643687,0.0534469403563129
0.947448591012947,0.0525514089870526
0.946244477172312,0.0537555228276878
0.945014662756598,0.0549853372434018
0.942232630757221,0.0577673692427791
0.938184663536776,0.0618153364632238
0.947045280122794,0.0529547198772064
0.9484375,0.0515625
0.947947214076246,0.0520527859237537
0.952344931921331,0.0476550680786687
0.957671957671958,0.0423280423280423
0.93603744149766,0.0639625585023401
0.932977913175933,0.067022086824067
0.945014662756598,0.0549853372434018
0.952380952380952,0.0476190476190476
0.944487278334618,0.0555127216653816
0.952012383900929,0.0479876160990712
0.960856720827179,0.0391432791728213
0.941403238242097,0.0585967617579029
0.950153374233129,0.0498466257668712
0.954478707782673,0.0455212922173275
0.944812362030905,0.0551876379690949
0.94121969140338,0.0587803085966201
0.939894815927874,0.0601051840721262
0.945736434108527,0.0542635658914729
0.945131375579598,0.0548686244204019
0.935334872979215,0.0646651270207852
0.951937984496124,0.048062015503876
0.950292397660819,0.0497076023391813
0.946867565424266,0.0531324345757335
0.939070830159939,0.0609291698400609
0.941770186335404,0.0582298136645963
0.943452380952381,0.056547619047619
0.943278943278943,0.0567210567210567
0.948102246320682,0.0518977536793184
0.938790560471976,0.0612094395280236
0.94577846630519,0.0542215336948102
0.946559297218155,0.0534407027818448
0.947533281127643,0.0524667188723571
0.950920245398773,0.049079754601227
0.948604992657856,0.0513950073421439
0.950036737692873,0.0499632623071271
0.939750183688464,0.0602498163115356
0.942591155934833,0.0574088440651668
0.943661971830986,0.0563380281690141
0.953710506980162,0.0462894930198384
0.942528735632184,0.0574712643678161
